filename,sentence,reason,T1,T2,T3,T4,ambiguity_num
7_admin.xmi,"The customer makes an order on Wolt’s website or mobile application, specifying restaurant, the food and if they want to pick up the order or if they want it delivered.","This sentence clearly describes the initial action by the customer, including all necessary details about the order.",T1_false,T2_false,T3_false,T4_false,0
7_admin.xmi,"When Wolt receives the order, it is then registered.The order is then distributed to the restaurant where it can be either accepted or rejected due to being busy or lack of required ingredients to execute the order.",lack of detail about specific criteria for rejection or acceptance,T1_false,T2_false,T3_true,T4_false,1
7_admin.xmi,"If the order is accepted, the restaurant begins preparing the food.",A straightforward conditional statement,T1_false,T2_false,T3_false,T4_false,0
7_admin.xmi,"Additionally, if delivery option is chosen and the order is accepted, Wolt’s system immediately starts allocating a vacant courier that can pick up the food and deliver it to the customer.","complexity in conditional steps for T1. Wolt's system not sure refer to website or mobile app. timeframe of ""immediately"" not specified(T3)",T1_true,T2_false,T3_true,T4_false,2
7_admin.xmi,It is determined by range from the customer and the restaurant - couriers usually operate in a designated area - if they are in range and vacant they are prompted if they want to accept the order.,"how range determination affects courier allocation and lack of specific definition of ""range"" and operational area",T1_true,T2_false,T3_true,T4_false,2
7_admin.xmi,"If not, the allocating process restarts.",undetailed process of restartingNo ambiguity found,T1_false,T2_false,T3_true,T4_false,1
7_admin.xmi,"If the courier accepts, they head towards the restaurant to pick up the order.",Clearly outlines the action taken by the courier,T1_false,T2_false,T3_false,T4_false,0
7_admin.xmi,"When it is picked up, the courier travels towards the customer to deliver the order.",Specifies the final action in the delivery process,T1_false,T2_false,T3_false,T4_false,0
16_admin.xmi,"the process starts when a customer wants to rent a bike, this is requested online through their website.",Clear initial action with a straightforward process initiation.,T1_false,T2_false,T3_false,T4_false,0
16_admin.xmi,"In the first step, the customer will write an email asking if there are any bikes available at that time.",Describes a clear initial communication step without ambiguity.,T1_false,T2_false,T3_false,T4_false,0
16_admin.xmi,"Swapfiets online customer service will receive the email and contact the Swapfiets store employees, those are the ones who check the availability of the bikes.",equence of actions and responsibilities are well-defined.,T1_false,T2_false,T3_false,T4_false,0
16_admin.xmi,"If no bikes are available, Swapfiets online customer service will notify the customer, and the service will not be supported.",Clear conditional action with specific outcomes.,T1_false,T2_false,T3_false,T4_false,0
16_admin.xmi,"Otherwise, if bikes are available, the customer must fill in all the required information and pay the first fee while the Swapfiets store employees prepare the bike.","Details parallel actions (customer fills information and pays, employees prepare the bike) which are clear and logically structured.",T1_false,T2_false,T3_false,T4_false,0
16_admin.xmi,"Once they have completed everything, they can get the bike from the shop and the contract will be started.",Sequential actions are clear with a definitive start to the contract.,T1_false,T2_false,T3_false,T4_false,0
16_admin.xmi,"In case something is wrong, maintenance will be requested, and it will be the Swapfiets store employees who will fix or swap the bike.","Ambiguity arises in how ""something is wrong"" is determined and the specifics of the maintenance request process.",T1_true,T2_false,T3_true,T4_false,2
16_admin.xmi,"The customer will proceed to take the bike to the nearest Swapfiets store or also, the staff will pick up the bike at the customer's place, so that the store employees can check that it is something wrong.","The options for bike drop-off or pick-up are not clearly sequenced or conditioned, and ""something wrong"" lacks specificity.",T1_true,T2_false,T3_true,T4_false,2
16_admin.xmi,"The bike will be analyzed, and depending on the damage, it will be swapped for another one, or fixed.",The process for analyzing the bike and deciding on actions (swap or fix) lacks detail on criteria or steps.,T1_false,T2_false,T3_true,T4_false,1
16_admin.xmi,"Once the bike is ready to be used, the customer will pick it up at the store and start using it again.",Clear end to the maintenance process.,T1_false,T2_false,T3_false,T4_false,0
16_admin.xmi,The maintenance process can be performed as many times as the bike requires.,clear description about potential loop,T1_false,T2_false,T3_false,T4_false,0
16_admin.xmi,"Once the customer wants to terminate the contract, provided that at least two months have passed since the beginning of the contract, he must send a warning message to Swapfiets employees saying that he wants to terminate the contract.","The procedure for contract termination is generally clear,",T1_false,T2_false,T3_false,T4_false,0
16_admin.xmi,"The customer must take the bike to the shop, and the employees will check it and if everything is correct, they will register it as available and ready for a new rental contract.","The check performed by employees lacks detail on what ""everything is correct"" specifically entails.",T1_false,T2_false,T3_false,T4_false,0
9_admin.xmi,A school sends a request regarding school visit to the manager.,Initial step is straightforward;,T1_false,T2_false,T3_false,T4_false,0
9_admin.xmi,The manager receives the request and checks the calendar.,Describes sequential actions by the manager upon receiving the request clearly,T1_false,T2_false,T3_false,T4_false,0
9_admin.xmi,If date is available the manager assigns a date.,"The action is clear, but ""assigns a date"" might need more detail on how the date is finalized",T1_false,T2_false,T3_true,T4_false,1
9_admin.xmi,The manager sends an email with school visit confirmed.,"Clear follow-up action confirming the visit, indicating a straightforward notification process.",T1_false,T2_false,T3_false,T4_false,0
9_admin.xmi,The manager has to find student ambassadors and therefore sends out a poll to the student ambassadors informing them of the date.,Introduces a new task (finding ambassadors) and the method used (polling) clearly .,T1_false,T2_false,T3_false,T4_false,0
9_admin.xmi,This gives the student ambassadors the chance to sign up if they are available.,lacking details on signing up and availability criteria,T1_false,T2_false,T3_true,T4_false,1
9_admin.xmi,After 3 days the poll is reviewed by the manage.,"Clear action and condition, may lack detail about review criteria",T1_false,T2_false,T3_false,T4_false,1
9_admin.xmi,If more than 3 have applied the manager assign three ambassadors for the visit.,"Conditional action based on the response to the poll. Clear in terms of process, but could use more detail on how ambassadors are chosen",T1_false,T2_false,T3_false,T4_false,0
9_admin.xmi,If less than 3 have replied the manager will notify the ambassadors again about the school visit and extend the sign up period by two days.,Details the action taken if initial responses are insufficient. The process is clear but lacks specifics on the notification method and criteria for extending the period.,T1_false,T2_false,T3_false,T4_false,1
9_admin.xmi,"After the extension of two days, the poll is reviewed again and if three or more student ambassadors have answered she will assign three ambassadors.",Details the action taken if initial responses are insufficient. The process is clear but lacks specifics on the notification method and criteria for extending the period.,T1_false,T2_false,T3_false,T4_false,1
9_admin.xmi,"While the sign up period is running, the manager has to find a room.",clear and straightforward.,T1_false,T2_false,T3_false,T4_false,0
9_admin.xmi,The manager contacts Facility management to check for available rooms.,clear and straightforward.,T1_false,T2_false,T3_false,T4_false,0
9_admin.xmi,If there is an available room the room is booked.,"Direct conditional outcome,  very clear",T1_false,T2_false,T3_false,T4_false,0
9_admin.xmi,"If the manager finds a room and available student ambassadors, the manager creates an agenda and sends the agenda as a confirmation to the school.","Sequential steps based on previous conditions being met, straightforward",T1_false,T2_false,T3_false,T4_false,0
9_admin.xmi,"Reasons for cancellation: 
If the date is not available the manager cancel the request.",clearly outline the conditions,T1_false,T2_false,T3_false,T4_false,0
9_admin.xmi,"If less than three student ambassadors are available after the two sign up periods, the school visit must be cancelled.",clearly outline the conditions,T1_false,T2_false,T3_false,T4_false,0
9_admin.xmi,"If there are no rooms available for the school visit, the manager is notified by the facility management and the school visit must be cancelled.",clearly outline the conditions,T1_false,T2_false,T3_false,T4_false,0
8_admin.xmi,When a customer access Mikkeller Webshop platform and they may browse the products in the webshop.,"The phrase ""and they may"" suggests browsing is an option, but it's not a mandatory action upon accessing the platform.",T1_true,T2_false,T3_false,T4_false,0
